Entity,Data_Type,Births_Sum,Births_Count,Births_Mean,Births_Min,Births_Max,Births_Var,Births_Std,Births_Mode,Births_Kurt,Deaths_Sum,Deaths_Count,Deaths_Mean,Deaths_Min,Deaths_Max,Deaths_Var,Deaths_Std,Deaths_Mode,Deaths_Kurt
Wallis and Futuna,Estimate,22803,74,308.14864864864865,98,475,12363.498148833773,111.19126831201167,154,-1.2491068862656056,7406,74,100.08108108108108,62,159,1016.7604590892273,31.88668153146745,69,-1.4267707079335468
Wallis and Futuna,Projection,5814,77,75.50649350649351,46,114,500.88482570061524,22.380456333609803,46,-1.260630004585727,8820,77,114.54545454545455,86,131,99.93540669856465,9.996769813222901,108,0.19691159621410215
Western Sahara,Estimate,399453,74,5398.013513513513,564,9354,8193506.205294334,2862.430122342611,No Mode,-1.3535051267030576,143005,74,1932.5,346,3677,776948.0068493153,881.4465422527422,2663,-0.844913808397401
Western Sahara,Projection,699852,77,9088.987012987012,8224,9675,152084.56561859167,389.9802118295128,9469,-0.36721335170006597,607142,77,7884.961038961039,3809,9637,3553377.5116199586,1885.0404535765163,9597,-0.7424516120477334
World,Estimate,9436181888,74,127515971.45945945,91823940,146054880,219120490750940.53,14802719.03235823,No Mode,-0.24859802212109416,3780650212,74,51089867.72972973,46061444,69728104,20995032830892.426,4582033.700322645,No Mode,3.263191244068602
World,Projection,9699467780,77,125967114.02597402,110028470,135672670,63327667241061.34,7957868.259845808,No Mode,-0.9996096555201559,7652803964,77,99387064.46753247,62389496,122922344,370132177555646.2,19238819.546834107,No Mode,-1.108909407977166
Yemen,Estimate,49262607,74,665710.9054054054,243594,1386914,102519129190.47038,320186.08525429456,No Mode,-0.6853954366777604,12787449,74,172803.36486486485,147865,221116,328969141.63217354,18137.506488825125,No Mode,-0.6600003980192239
Yemen,Projection,115769851,77,1503504.5584415584,1370272,1602994,5443018864.197214,73776.81793217442,No Mode,-1.4357394039693028,40939371,77,531680.1428571428,192110,1009605,63686371511.992485,252361.58882047102,No Mode,-1.2266237336282353
Zambia,Estimate,26626675,74,359819.9324324324,116321,685565,31519893340.474796,177538.42778529608,No Mode,-1.22618288526476,7380245,74,99733.04054054055,43740,163780,1576491813.0257313,39705.060294951465,No Mode,-1.5223382513006556
Zambia,Projection,68537979,77,890103.6233766234,697518,954743,5204650571.00101,72143.26421088119,No Mode,0.12446570836613846,23506279,77,305276.3506493507,110079,562594,19612293504.02017,140043.8984890815,No Mode,-1.2263726244426456
Zimbabwe,Estimate,25087352,74,339018.2702702703,140346,522389,14378793101.734167,119911.60536717939,No Mode,-1.2853286461666384,7806763,74,105496.7972972973,46669,208623,2693375063.889854,51897.736596983246,No Mode,-1.0255817598117125
Zimbabwe,Projection,42619935,77,553505.6493506493,497215,579645,694311697.204374,26349.79501256839,No Mode,-0.9016401829960823,16651038,77,216247.24675324676,124717,352323,5233547958.451465,72343.26477600707,No Mode,-1.1685819629165206
